Org Defined ID,Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
269025,1,1/24/2021 1:15 AM,1/24/2021 1:16 AM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0,1
269025,1,1/24/2021 1:15 AM,1/24/2021 1:16 AM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,200,0,1
269025,1,1/24/2021 1:15 AM,1/24/2021 1:16 AM,1,,,Summary:,,Trees,,,,,
277079,1,1/24/2021 11:14 PM,1/24/2021 11:16 PM,1,,,Trees,,,,,,,
277079,1,1/24/2021 11:14 PM,1/24/2021 11:16 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0,1
277079,1,1/24/2021 11:14 PM,1/24/2021 11:16 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,150,0,1
277079,1,1/24/2021 11:14 PM,1/24/2021 11:16 PM,1,,,Summary:,,Trees,,,,,
276628,1,1/24/2021 6:12 PM,1/24/2021 6:13 PM,1,,,Trees,,,,,,,
276628,1,1/24/2021 6:12 PM,1/24/2021 6:13 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
276628,1,1/24/2021 6:12 PM,1/24/2021 6:13 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,70metres?,0.5,1
276628,1,1/24/2021 6:12 PM,1/24/2021 6:13 PM,1,,,Summary:,,Trees,,,,,
265693,1,1/24/2021 1:47 AM,1/24/2021 1:48 AM,1,,,Trees,,,,,,,
265693,1,1/24/2021 1:47 AM,1/24/2021 1:48 AM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
265693,1,1/24/2021 1:47 AM,1/24/2021 1:48 AM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,130,0.5,1
265693,1,1/24/2021 1:47 AM,1/24/2021 1:48 AM,1,,,Summary:,,Trees,,,,,
234144,1,1/24/2021 10:15 PM,1/24/2021 10:17 PM,1,,,Trees,,,,,,,
234144,1,1/24/2021 10:15 PM,1/24/2021 10:17 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
234144,1,1/24/2021 10:15 PM,1/24/2021 10:17 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,85,0.5,1
234144,1,1/24/2021 10:15 PM,1/24/2021 10:17 PM,1,,,Summary:,,Trees,,,,,
271952,1,1/26/2021 1:55 PM,1/26/2021 1:55 PM,1,,,Trees,,,,,,,
271952,1,1/26/2021 1:55 PM,1/26/2021 1:55 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
271952,1,1/26/2021 1:55 PM,1/26/2021 1:55 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100,0.5,1
271952,1,1/26/2021 1:55 PM,1/26/2021 1:55 PM,1,,,Summary:,,Trees,,,,,
268906,1,1/25/2021 11:32 AM,1/25/2021 11:33 AM,1,,,Trees,,,,,,,
268906,1,1/25/2021 11:32 AM,1/25/2021 11:33 AM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
268906,1,1/25/2021 11:32 AM,1/25/2021 11:33 AM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,130,0.5,1
268906,1,1/25/2021 11:32 AM,1/25/2021 11:33 AM,1,,,Summary:,,Trees,,,,,
263618,1,1/23/2021 10:30 PM,1/23/2021 10:31 PM,1,,,Trees,,,,,,,
263618,1,1/23/2021 10:30 PM,1/23/2021 10:31 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
263618,1,1/23/2021 10:30 PM,1/23/2021 10:31 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100,0.5,1
263618,1,1/23/2021 10:30 PM,1/23/2021 10:31 PM,1,,,Summary:,,Trees,,,,,
264365,1,1/23/2021 4:20 PM,1/23/2021 4:21 PM,1,,,Trees,,,,,,,
264365,1,1/23/2021 4:20 PM,1/23/2021 4:21 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
264365,1,1/23/2021 4:20 PM,1/23/2021 4:21 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,90,0.5,1
264365,1,1/23/2021 4:20 PM,1/23/2021 4:21 PM,1,,,Summary:,,Trees,,,,,
80685,1,1/25/2021 2:28 PM,1/25/2021 2:29 PM,1,,,Trees,,,,,,,
80685,1,1/25/2021 2:28 PM,1/25/2021 2:29 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
80685,1,1/25/2021 2:28 PM,1/25/2021 2:29 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,115.92,0.5,1
80685,1,1/25/2021 2:28 PM,1/25/2021 2:29 PM,1,,,Summary:,,Trees,,,,,
175072,1,1/23/2021 7:20 PM,1/23/2021 7:23 PM,1,,,Trees,,,,,,,
175072,1,1/23/2021 7:20 PM,1/23/2021 7:23 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
175072,1,1/23/2021 7:20 PM,1/23/2021 7:23 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100,0.5,1
175072,1,1/23/2021 7:20 PM,1/23/2021 7:23 PM,1,,,Summary:,,Trees,,,,,
282166,1,1/24/2021 1:54 PM,1/24/2021 1:54 PM,1,,,Trees,,,,,,,
282166,1,1/24/2021 1:54 PM,1/24/2021 1:54 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
282166,1,1/24/2021 1:54 PM,1/24/2021 1:54 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,70,0.5,1
282166,1,1/24/2021 1:54 PM,1/24/2021 1:54 PM,1,,,Summary:,,Trees,,,,,
159770,1,1/23/2021 7:40 PM,1/23/2021 7:41 PM,1,,,Trees,,,,,,,
159770,1,1/23/2021 7:40 PM,1/23/2021 7:41 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
159770,1,1/23/2021 7:40 PM,1/23/2021 7:41 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,I remember during my quiz days it being the giant sequioa (or however you spell that) and it is around 200m,0.5,1
159770,1,1/23/2021 7:40 PM,1/23/2021 7:41 PM,1,,,Summary:,,Trees,,,,,
264423,1,1/24/2021 10:55 PM,1/24/2021 10:56 PM,1,,,Trees,,,,,,,
264423,1,1/24/2021 10:55 PM,1/24/2021 10:56 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
264423,1,1/24/2021 10:55 PM,1/24/2021 10:56 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,60,0.5,1
264423,1,1/24/2021 10:55 PM,1/24/2021 10:56 PM,1,,,Summary:,,Trees,,,,,
175426,1,1/23/2021 4:17 PM,1/23/2021 4:19 PM,1,,,Trees,,,,,,,
