Org Defined ID,Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
250685,1,1/25/2021 9:07 PM,1/25/2021 9:08 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
250685,1,1/25/2021 9:07 PM,1/25/2021 9:08 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,70,0.5,1
250685,1,1/25/2021 9:07 PM,1/25/2021 9:08 PM,1,,,Summary:,,Trees,,,,,
190505,1,1/24/2021 9:05 PM,1/24/2021 9:07 PM,1,,,Trees,,,,,,,
190505,1,1/24/2021 9:05 PM,1/24/2021 9:07 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0,1
190505,1,1/24/2021 9:05 PM,1/24/2021 9:07 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,20 meters,0,1
190505,1,1/24/2021 9:05 PM,1/24/2021 9:07 PM,1,,,Summary:,,Trees,,,,,
193850,1,1/24/2021 5:34 PM,1/24/2021 5:35 PM,1,,,Trees,,,,,,,
193850,1,1/24/2021 5:34 PM,1/24/2021 5:35 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
193850,1,1/24/2021 5:34 PM,1/24/2021 5:35 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,200 m,0.5,1
193850,1,1/24/2021 5:34 PM,1/24/2021 5:35 PM,1,,,Summary:,,Trees,,,,,
228352,1,1/26/2021 1:01 AM,1/26/2021 1:02 AM,1,,,Trees,,,,,,,
228352,1,1/26/2021 1:01 AM,1/26/2021 1:02 AM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0,1
228352,1,1/26/2021 1:01 AM,1/26/2021 1:02 AM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,200,0,1
228352,1,1/26/2021 1:01 AM,1/26/2021 1:02 AM,1,,,Summary:,,Trees,,,,,
216826,1,1/25/2021 9:29 AM,1/25/2021 9:30 AM,1,,,Trees,,,,,,,
216826,1,1/25/2021 9:29 AM,1/25/2021 9:30 AM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
216826,1,1/25/2021 9:29 AM,1/25/2021 9:30 AM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100,0.5,1
216826,1,1/25/2021 9:29 AM,1/25/2021 9:30 AM,1,,,Summary:,,Trees,,,,,
192640,1,1/23/2021 6:07 PM,1/23/2021 6:07 PM,1,,,Trees,,,,,,,
192640,1,1/23/2021 6:07 PM,1/23/2021 6:07 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
192640,1,1/23/2021 6:07 PM,1/23/2021 6:07 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100,0.5,1
192640,1,1/23/2021 6:07 PM,1/23/2021 6:07 PM,1,,,Summary:,,Trees,,,,,
234680,1,1/23/2021 6:53 PM,1/23/2021 6:55 PM,1,,,Trees,,,,,,,
234680,1,1/23/2021 6:53 PM,1/23/2021 6:55 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
234680,1,1/23/2021 6:53 PM,1/23/2021 6:55 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100,0.5,1
234680,1,1/23/2021 6:53 PM,1/23/2021 6:55 PM,1,,,Summary:,,Trees,,,,,
276547,1,1/25/2021 3:30 PM,1/25/2021 3:31 PM,1,,,Trees,,,,,,,
276547,1,1/25/2021 3:30 PM,1/25/2021 3:31 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
276547,1,1/25/2021 3:30 PM,1/25/2021 3:31 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,80,0.5,1
276547,1,1/25/2021 3:30 PM,1/25/2021 3:31 PM,1,,,Summary:,,Trees,,,,,
191800,1,1/23/2021 11:12 PM,1/23/2021 11:13 PM,1,,,Trees,,,,,,,
191800,1,1/23/2021 11:12 PM,1/23/2021 11:13 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
191800,1,1/23/2021 11:12 PM,1/23/2021 11:13 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100,0.5,1
191800,1,1/23/2021 11:12 PM,1/23/2021 11:13 PM,1,,,Summary:,,Trees,,,,,
201042,1,1/24/2021 1:29 PM,1/24/2021 1:30 PM,1,,,Trees,,,,,,,
201042,1,1/24/2021 1:29 PM,1/24/2021 1:30 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
201042,1,1/24/2021 1:29 PM,1/24/2021 1:30 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,75,0.5,1
201042,1,1/24/2021 1:29 PM,1/24/2021 1:30 PM,1,,,Summary:,,Trees,,,,,
271320,1,1/24/2021 3:32 PM,1/24/2021 3:33 PM,1,,,Trees,,,,,,,
271320,1,1/24/2021 3:32 PM,1/24/2021 3:33 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0,1
271320,1,1/24/2021 3:32 PM,1/24/2021 3:33 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,900,0,1
271320,1,1/24/2021 3:32 PM,1/24/2021 3:33 PM,1,,,Summary:,,Trees,,,,,
218769,1,1/24/2021 1:36 PM,1/24/2021 1:37 PM,1,,,Trees,,,,,,,
218769,1,1/24/2021 1:36 PM,1/24/2021 1:37 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
218769,1,1/24/2021 1:36 PM,1/24/2021 1:37 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100 Metres +,0.5,1
218769,1,1/24/2021 1:36 PM,1/24/2021 1:37 PM,1,,,Summary:,,Trees,,,,,
224211,1,1/23/2021 11:03 PM,1/23/2021 11:03 PM,1,,,Trees,,,,,,,
224211,1,1/23/2021 11:03 PM,1/23/2021 11:03 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0,1
224211,1,1/23/2021 11:03 PM,1/23/2021 11:03 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,279,0,1
224211,1,1/23/2021 11:03 PM,1/23/2021 11:03 PM,1,,,Summary:,,Trees,,,,,
193079,1,1/23/2021 5:13 PM,1/23/2021 5:13 PM,1,,,Trees,,,,,,,
193079,1,1/23/2021 5:13 PM,1/23/2021 5:13 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
193079,1,1/23/2021 5:13 PM,1/23/2021 5:13 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100,0.5,1
193079,1,1/23/2021 5:13 PM,1/23/2021 5:13 PM,1,,,Summary:,,Trees,,,,,
196849,1,1/24/2021 9:53 PM,1/24/2021 9:54 PM,1,,,Trees,,,,,,,
196849,1,1/24/2021 9:53 PM,1/24/2021 9:54 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
196849,1,1/24/2021 9:53 PM,1/24/2021 9:54 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,70,0.5,1
196849,1,1/24/2021 9:53 PM,1/24/2021 9:54 PM,1,,,Summary:,,Trees,,,,,
201164,1,1/25/2021 1:30 PM,1/25/2021 1:31 PM,1,,,Trees,,,,,,,
201164,1,1/25/2021 1:30 PM,1/25/2021 1:31 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
201164,1,1/25/2021 1:30 PM,1/25/2021 1:31 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,120,0.5,1
201164,1,1/25/2021 1:30 PM,1/25/2021 1:31 PM,1,,,Summary:,,Trees,,,,,
221649,1,1/23/2021 7:15 PM,1/23/2021 7:16 PM,1,,,Trees,,,,,,,
221649,1,1/23/2021 7:15 PM,1/23/2021 7:16 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
221649,1,1/23/2021 7:15 PM,1/23/2021 7:16 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,75,0.5,1
221649,1,1/23/2021 7:15 PM,1/23/2021 7:16 PM,1,,,Summary:,,Trees,,,,,
185045,1,1/23/2021 7:24 PM,1/23/2021 7:24 PM,1,,,Trees,,,,,,,
185045,1,1/23/2021 7:24 PM,1/23/2021 7:24 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
185045,1,1/23/2021 7:24 PM,1/23/2021 7:24 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,200,0.5,1
185045,1,1/23/2021 7:24 PM,1/23/2021 7:24 PM,1,,,Summary:,,Trees,,,,,
213915,1,1/25/2021 1:03 PM,1/25/2021 1:04 PM,1,,,Trees,,,,,,,
213915,1,1/25/2021 1:03 PM,1/25/2021 1:04 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,A,0.5,1
213915,1,1/25/2021 1:03 PM,1/25/2021 1:04 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,100,0.5,1
213915,1,1/25/2021 1:03 PM,1/25/2021 1:04 PM,1,,,Summary:,,Trees,,,,,
199993,1,1/24/2021 10:21 AM,1/24/2021 10:21 AM,1,,,Trees,,,,,,,
199993,1,1/24/2021 10:21 AM,1/24/2021 10:21 AM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0,1
199993,1,1/24/2021 10:21 AM,1/24/2021 10:21 AM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,1000,0,1
199993,1,1/24/2021 10:21 AM,1/24/2021 10:21 AM,1,,,Summary:,,Trees,,,,,
212117,1,1/24/2021 9:17 PM,1/24/2021 9:18 PM,1,,,Trees,,,,,,,
212117,1,1/24/2021 9:17 PM,1/24/2021 9:18 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0.5,1
212117,1,1/24/2021 9:17 PM,1/24/2021 9:18 PM,,1,FIB,Trees 1,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 50 metres tall? B.  more than 50 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,70,0.5,1
212117,1,1/24/2021 9:17 PM,1/24/2021 9:18 PM,1,,,Summary:,,Trees,,,,,
208227,1,1/23/2021 10:52 PM,1/23/2021 10:53 PM,1,,,Trees,,,,,,,
208227,1,1/23/2021 10:52 PM,1/23/2021 10:53 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 1,B,0,1
208227,1,1/23/2021 10:52 PM,1/23/2021 10:53 PM,,1,FIB,Trees 2,The coast redwood is perhaps the tallest species of tree growing today. Do you think the tallest tree of this species alive today is  A.  less than 150 metres tall? B.  more than 150 metres tall?Answer A or B in the box below  _______  Write down your best guess (in metres) of how tall you think the tallest tree might be. _______,False,1,Answer for blank # 2,170,0,1
208227,1,1/23/2021 10:52 PM,1/23/2021 10:53 PM,1,,,Summary:,,Trees,,,,,
219087,1,1/24/2021 6:54 AM,1/24/2021 6:56 AM,1,,,Trees,,,,,,,
